        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
          311.0         801.18          -2.33          92.88           32.7            236         1825.0   073°05.994'W    45°34.853'N
          312.0         800.62          -2.35          93.10           32.6            236         1830.7   073°05.971'W    45°34.861'N
          313.0         800.05          -2.39          92.94           32.5            237         1836.3   073°05.950'W    45°34.869'N
          314.0         799.49          -2.43          93.32           32.6            237         1841.9   073°05.931'W    45°34.878'N
          315.0         798.93          -2.47          93.56           32.7            237         1847.4   073°05.911'W    45°34.886'N
          316.0         798.36          -2.49          93.47           32.8            237         1853.1   073°05.889'W    45°34.895'N
          317.0         797.80          -2.55          93.25           32.7            237         1858.7   073°05.866'W    45°34.905'N
          318.0         797.24          -2.53          93.03           32.6            237         1864.3   073°05.843'W    45°34.917'N
          319.0         796.68          -2.51          92.66           32.5            237         1869.8   073°05.821'W    45°34.928'N
          320.0         796.12          -2.53          92.50           32.4            237         1875.4   073°05.801'W    45°34.937'N
